Country (mentioned),Review Date,Claim,Source,Label,Fact-checked Article,clean_claims,clean_claims_wsw
India,"Apr 3, 2020",all grocery shops in mumbai and pune to remain shut for three days,whatsapp,0,https://www.boomlive.in/coronavirus-news/video-of-kolhapur-cops-announcing-3-day-lockdown-viral-as-mumbai-pune-7508,all grocery shops in mumbai and pune to remain shut for three days,grocery shops mumbai pune remain shut three days
India,"Apr 3, 2020",people praying at the hazrat nizamuddin mosque in delhi were sneezing on purpose to spread the novel coronavirus.,twitter,1,https://thelogicalindian.com/fact-check/covid19-muslim-sneeze-delhi-hazrat-nizamuddin-mosque-20436,people praying at the hazrat nizamuddin mosque in delhi were sneezing on purpose to spread the novel coronavirus,people praying hazrat nizamuddin mosque delhi sneezing purpose spread novel coronavirus
Iran,"Apr 3, 2020",video bodies being removed from a hospital in iran during the novel coronavirus pandemic.,social media,0,https://www.boomlive.in/world/coronavirus/0-video-shows-covid-19-victims-bodies-removed-from-iran-hospital-7512,video bodies being removed from hospital in iran during the novel coronavirus pandemic,video bodies removed hospital iran novel coronavirus pandemic
United States,"Apr 3, 2020",an uninsured 17-year-old boy died of covid-19 symptoms after being refused care due to a lack of medical insurance.,multiple sources,1,https://www.snopes.com/fact-check/teen-insurance-coronavirus/,an uninsured year old boy died of covid symptoms after being refused care due to lack of medical insurance,uninsured year old boy died covid symptoms refused care due lack medical insurance
Nigeria,"Apr 3, 2020",nigeria is covid-19 free,multiple sources,0,https://factcheck.afp.com/0-claims-nigeria-coronavirus-free-circulate-online,nigeria is covid free,nigeria covid free
China,"Apr 3, 2020",Didn't the coronavirus reach the cities of Beijing and Shanghai?,social media,0,https://politica.estadao.com.br/blogs/estadao-verifica/e-falsa-a-corrente-que-diz-que-xangai-e-pequim-nao-tiveram-casos-de-coronavirus/,didnt the coronavirus reach the cities of beijing and shanghai,didnt coronavirus reach cities beijing shanghai
United States,"Apr 3, 2020","in new york, ""every contaminated corpse"" of those who died from covid-19 ""belongs to the state"" and will be incinerated without any ""wakes or memorial services to pay your last respects.""",social media,0,https://www.factcheck.org/2020/04/misinformation-on-covid-19-death-protocols-in-new-york/,in new york every contaminated corpse of those who died from covid belongs to the state and will be incinerated without any wakes or memorial services to pay your last respects,new york every contaminated corpse died covid belongs state incinerated without wakes memorial services pay last respects
Singapore,"Apr 3, 2020",singapore has started enforcing spot fines for people who flout certain social distancing regulations during the novel coronavirus pandemic.,social media,0,https://www.boomlive.in/world/coronavirus/no-singapore-is-not-fining-those-flouting-social-distancing-rules-7509,singapore has started enforcing spot fines for people who flout certain social distancing regulations during the novel coronavirus pandemic,singapore started enforcing spot fines people flout certain social distancing regulations novel coronavirus pandemic
Italy,"Apr 3, 2020","images show money on the streets, discarded by italians due to covid-19",multiple sources,0,https://factuel.afp.com/non-ces-photos-ne-montrent-pas-de-largent-jete-dans-la-rue-en-italie,images show money on the streets discarded by italians due to covid,images show money streets discarded italians due covid
United States,"Apr 3, 2020","joseph maldonado-passage, better known as joe exotic of ""tiger king,"" has covid-19 coronavirus disease.",multiple sources,0,https://www.snopes.com/fact-check/joe-exotic-coronavirus/,joseph maldonado passage better known as joe exotic of tiger king has covid coronavirus disease,joseph maldonado passage better known joe exotic tiger king covid coronavirus disease
Italy,"Apr 3, 2020",italian tv showed that coronavirus was created in a laboratory in 2015,multiple sources,1,https://factual.afp.com/el-reportaje-de-la-tv-italiana-de-2015-sobre-un-virus-creado-en-un-laboratorio-en-china-no-tiene,italian tv showed that coronavirus was created in laboratory in,italian tv showed coronavirus created laboratory
Venezuela,"Apr 3, 2020","A video showing a group of people protesting ""government thieves"" while they toss bags of food onto the floor has been broadcast on social media with a message against Venezuelan migrants in Colombia.",twitter,0,https://colombiacheck.com/index.php/chequeos/no-este-video-no-es-de-venezolanos-botando-comida-en-colombia,video showing group of people protesting government thieves while they toss bags of food onto the floor has been broadcast on social media with message against venezuelan migrants in colombia,video showing group people protesting government thieves toss bags food onto floor broadcast social media message venezuelan migrants colombia
United States,"Apr 3, 2020",“joe exotic tests positive for coronavirus in prison. it’s been confirmed.”,website,0,https://www.politifact.com/factchecks/2020/apr/03/blog-posting/it-has-not-been-confirmed-joe-exotic-has-covid-19/,joe exotic tests positive for coronavirus in prison its been confirmed,joe exotic tests positive coronavirus prison confirmed
Italy,"Apr 2, 2020",photo shows dead bodies lying on roads after covid-19 outbreak in italy.,photo,0,https://colombiacheck.com/chequeos/no-esta-foto-no-es-de-un-muerto-por-coronavirus-en-una-calle-de-italia,photo shows dead bodies lying on roads after covid outbreak in italy,photo shows dead bodies lying roads covid outbreak italy
Australia,"Apr 2, 2020",people with pre-existing respiratory conditions will be given “rescue packs” by their gps in australia during the novel coronavirus pandemic,multiple sources,0,https://factcheck.afp.com/australian-health-authorities-dismiss-hoax-claim-about-rescue-packs-vulnerable-patients,people with pre existing respiratory conditions will be given rescue packs by their gps in australia during the novel coronavirus pandemic,people pre existing respiratory conditions given rescue packs gps australia novel coronavirus pandemic
New Zealand,"Apr 2, 2020",a facebook post claims there is a link between new zealand’s four-week coronavirus lockdown and the installation of 5g towers. - 0 - THE CLAIMS MADE IN THE CONTENT ARE FACTUALLY INACCURATE.,facebook,0,https://www.aap.com.au/crossed-wires-over-nz-coronavirus-lockdown-and-5g-rollout-link/,facebook post claims there is link between new zealands four week coronavirus lockdown and the installation of towers the claims made in the content are factually inaccurate,facebook post claims link new zealands four week coronavirus lockdown installation towers claims made content factually inaccurate
China,"Apr 2, 2020",chinese muslims perform mass friday prayer despite covid-19 epidemic,multiple sources,0,https://factcheck.afp.com/video-has-circulated-online-least-2011-years-covid-19-pandemic,chinese muslims perform mass friday prayer despite covid epidemic,chinese muslims perform mass friday prayer despite covid epidemic
United Kingdom,"Apr 2, 2020","a video shows overcrowding in st mary’s hospital, london and covid-19 patients lying on the floor in corridors. - INCORRECT, THE CLIP IS ACTUALLY TWO VIDEOS FILMED IN HOSPITALS IN MADRID IN MID-MARCH.",video,0,https://fullfact.org/online/video-supposedly-showing-covid-19-patients-st-marys-hospital-london-was-actually-filmed-madrid/,video shows overcrowding in st marys hospital london and covid patients lying on the floor in corridors incorrect the clip is actually two videos filmed in hospitals in madrid in mid march,video shows overcrowding st marys hospital london covid patients lying floor corridors incorrect clip actually two videos filmed hospitals madrid mid march
Australia,"Apr 2, 2020",people with pre-existing respiratory conditions will be given “rescue packs” by their gps in australia during the novel coronavirus pandemic,social media,0,https://www.boomlive.in/world/coronavirus/rescue-packs-for-citizens-with-respiratory-conditions-in-australia-7500,people with pre existing respiratory conditions will be given rescue packs by their gps in australia during the novel coronavirus pandemic,people pre existing respiratory conditions given rescue packs gps australia novel coronavirus pandemic
Israel,"Apr 2, 2020",the cure for c19 virus or how to eliminate it has been achieved. the information comes from israel; this virus caused no death.,social media,0,https://www.boatos.org/mundo/israel-nao-tem-mortes-covid-19-usa-limao-bicarbonato-cura-coronavirus.html,the cure for virus or how to eliminate it has been achieved the information comes from israel this virus caused no death,cure virus eliminate achieved information comes israel virus caused death
