Country (mentioned),Review Date,Claim,Source,Label,Fact-checked Article
China,"Jul 1, 2020",FBI arrested professor linked to China and steam kills coronavirus,multiple sources,1,https://factual.afp.com/el-cientifico-lieber-fue-detenido-en-eeuu-por-mentir-sobre-su-vinculo-con-china-pero-no-por-el-covid
Qatar,"Jul 1, 2020",“EHTERAZ is your trusted smart application to follow up on the latest updates of COVID-19 Coronavirus in Qatar.”,government,1,https://www.polygraph.info/a/covid-tracing-apps-cyber-security/30701156.html
Colombia,"Jun 30, 2020",Video shows the Barranquilla hospital full of patients with coronavirus,video,0,https://colombiacheck.com/chequeos/no-este-video-no-es-de-pacientes-de-covid-19-en-un-hospital-de-barranquilla
India,"Jun 30, 2020","169 residents of Omkar Alta Monte, Malad in Mumbai test COVID-19 positive",whatsapp,0,https://www.boomlive.in/fake-news/no-169-residents-of-a-mumbai-apartment-have-not-tested-covid-19-positive-8697
Mexico,"Jun 30, 2020",Video of COVID-19 dead bodies in Mexico being thrown into the sea.,twitter,0,https://hindi.asianetnews.com/fact-check/coronavirus-infected-dead-bodies-dumped-in-sea-in-mexico-old-video-viral-kpt-qcqwoh
Portugal,"Jun 30, 2020","""[Lisbon region has a) more relaxed, less concerned, young population, without dramas""",facebook,0,https://observador.pt/factchecks/fact-check-tvi-desresponsabiliza-a-covid-19-em-lisboa-mas-faz-o-contrario-no-porto/
United States,"Jun 30, 2020",“There's a ‘spike’ in [COVID-19] cases because there's a spike in testing.”,facebook,0,https://sciencefeedback.co/claimreview/the-june-2020-spike-in-u-s-covid-19-cases-indicates-a-rising-percentage-of-infections-and-is-not-simply-an-artifact-of-more-testing/
Australia,"Jun 30, 2020",Australian health authorities admit tests cannot distinguish COVID-19 from other diseases,multiple sources,1,https://factcheck.afp.com/1-claim-circulates-about-accuracy-covid-19-tests-australia
India,"Jun 30, 2020",WHO Warns of Nipah Virus Outbreak in India in June 2020,facebook,1,https://www.vishvasnews.com/english/health/fact-check-old-who-warning-of-nipah-virus-outbreak-in-india-viral-as-recent/
Mexico,"Jun 30, 2020",Video of COVID-19 dead bodies in Mexico being thrown into the sea.,social media,0,https://factly.in/an-old-video-is-being-shared-as-covid-19-dead-bodies-in-mexico-are-being-thrown-into-the-sea/
Mexico,"Jun 30, 2020",Video of COVID-19 dead bodies in Mexico being thrown into the sea.,social media,0,https://thelogicalindian.com/fact-check/dead-bodies-covid-19-patients-dumped-sea-mexico-22002
Democratic Republic of the Congo,"Jun 30, 2020","DRC: Dr. Denis Mukwenge resigns from the Covid19 response team. “In any case, I cannot dirty my Nobel Peace Prize money, we were forced to consider any disease like coronavirus and any death. In addition, what displeased me most is that, after more than 100 samples, none came out positive. Have a career to protect and I am a congol of blood. Getting rich lied is sin before God, I resigned",facebook,0,https://piaui.folha.uol.com.br/lupa/2020/06/30/verificamos-nobel-paz-covid/
Venezuela,"Jun 30, 2020","""Every day we protect the health of our people, without slowing down for a second the production of goods and services, construction and renovation of important works and always in defense of the national peace. Venezuela moves forward!""",person,1,https://www.polygraph.info/a/venezuela-maduro-covid-19/30699173.html
Brazil,"Jun 30, 2020",Brazilian politician furious over nonexistent COVID-19 patients,video,0,https://factuel.afp.com/coronavirus-cette-video-montre-en-fait-un-depute-bresilien-enerve-de-voir-un-hopital-encore-en
Italy,"Jun 30, 2020","Italian doctors disobey WHO""s global health law, not to perform autopsies on people who died of coronavirus, discovering that it is NOT a virus, but a bacterium",facebook,0,https://observador.pt/factchecks/fact-check-italia-descobriu-que-afinal-as-mortes-por-covid-19-sao-causadas-por-uma-bacteria/
United States,"Jun 30, 2020","Face masks intended to stop the spread of COVID-19, including that they violate US labor standards for oxygen deprivation, cloth masks “do not filter anything” and trap carbon dioxide, surgical masks spread germs, and N95 masks expel unfiltered air.",multiple sources,0,https://factcheck.afp.com/covid-19-cases-spike-us-mask-misinformation-also-spreads
Argentina,"Jun 30, 2020",Pope leads new world order that seeks to create with pandemic COVID-19,social media,0,https://colombiacheck.com/index.php/chequeos/jorge-sonnante-miente-sobre-evento-del-vaticano-aplazado-por-pandemia
United States,"Jun 30, 2020",Tennis pro Serena Williams wrote a post saying she is “sick of COVID-19” and sick of “black vs. white”.,facebook,0,https://fullfact.org/online/serena-williams-facebook/
United Kingdom,"Jun 29, 2020","A group of 43 European countries and territories have far more people than the UK, but fewer Covid-19 deaths.",facebook,2,https://fullfact.org/health/uk-europe-covid-comparison/
Slovakia,"Jun 29, 2020",The COVID-19 vaccine will kill 50 million Americans,multiple sources,0,https://fakty.afp.com/zdiskreditovana-americka-vyskumnicka-siri-falosne-tvrdenia-o-bezpecnosti-vakcin
Brazil,"Jun 29, 2020",Study proves effectiveness of chloroquine and azithromycin,facebook,0,https://piaui.folha.uol.com.br/lupa/2020/06/29/verificamos-covas-cloroquina-tratamento/
Australia,"Jun 29, 2020",A Facebook post claims a drug company whistleblower says a COVID-19 vaccine will cause infertility.,facebook,0,https://www.aap.com.au/covid-19-vaccine-whistleblower-information-sounds-a-lot-like-an-unrelated-study-from-1989/
United Kingdom,"Jun 29, 2020",Suicides have increased during lockdown.,twitter,3,https://fullfact.org/online/suicide-200-percent/
Portugal,"Jun 29, 2020","""Europe lies to win Tourism"", denounces in publication in the red ......",unknown,0,https://poligrafo.sapo.pt/fact-check/italia-espanha-e-reino-unido-apresentam-zero-casos-de-covid-19-para-captarem-turistas
Mexico,"Jun 29, 2020",Video of COVID-19 dead bodies in Mexico being thrown into the sea.,social media,0,https://facta.news/notizia-falsa/2020/06/29/no-questo-video-non-mostra-dei-morti-per-covid-19-lanciati-da-un-elicottero-in-messico/
Costa Rica,"Jun 29, 2020",Do not go to Villa Pamphili and go around Monteverde because there are many cases of COVID,facebook,0,https://facta.news/notizia-falsa/2020/06/29/linvito-a-non-recarsi-a-villa-pamphilj-e-nel-quartiere-monteverde-di-roma-a-causa-della-covid-19-e-falso/
Brazil,"Jun 29, 2020","The news reports of the new wave of Covid in Brazil ... Instead, watch the reality told by two MPs visiting the Covid center.",video,0,https://facta.news/notizia-falsa/2020/06/29/no-questo-video-non-smentisce-lesistenza-di-una-nuova-ondata-di-covid-in-brasile/
United States,"Jun 29, 2020",The video is claimed to be a demonstration video in the United States during the Covid-19 pandemic,facebook,0,https://cekfakta.tempo.co/fakta/855/fakta-atau-hoaks-benarkah-ini-video-demo-di-amerika-saat-pandemi-covid-19
United States,"Jun 29, 2020","[0] This video ""demo in America. currently in the pandemic #COVID ー 19 ”",video,0,https://cekfakta.com/focus/4196
India,"Jun 29, 2020","Corona patients in Pune are now visible in open, public places",social media,0,https://www.altnews.in/hindi/coronavirus-mock-drill-video-from-pune-shared-as-real/
United States,"Jun 29, 2020","In a policy that established requirements for people to wear masks in most public settings during the COVID-19 pandemic, Oregon's Lincoln County said in June 2020 residents of color are exempt from the rule.",person,1,https://www.snopes.com/fact-check/oregon-whites-only-masks/
India,"Jun 29, 2020",Letter shows that AYUSH Ministry has approved Patanjalis coronil,social media,0,https://www.boomlive.in/fake-news/ayush-ministry-approves-coronil-as-cure-for-covid-19a-factcheck-8684
India,"Jun 29, 2020","Video shows an accident at Mysore Road, Bengaluru",social media,0,https://www.boomlive.in/fake-news/video-of-fatal-truck-crash-in-russia-0ly-shared-as-bengaluru-8678
Indonesia,"Jun 29, 2020","[Wrong] ""Don""t go through the gg 12 .. there are 12 people in the family""",whatsapp,0,https://cekfakta.com/focus/4211
United States,"Jun 29, 2020","On June 25, 2020, at a campaign event in Pennsylvania, Democratic presidential candidate Joe Biden incorrectly said 120 million people had died of the COVID-19 coronavirus disease.",joe biden,0,https://www.snopes.com/fact-check/biden-120million-deaths-covid19/
United States,"Jun 28, 2020","The United States Centers for Disease Control and Prevention (CDC) confirmed a very low mortality rate from COVID-19 — only 0.26%, not 3.4%, according to the World Health Organization.",multiple sources,0,https://www.stopfake.org/ru/fejk-amerikanskij-cdc-podtverdil-ochen-nizkij-uroven-smertnosti-ot-covid-19-0-26/
India,"Jun 28, 2020",The alleged video shows a pile of bodies of Covid-19 patients filling hospitals in India,facebook,0,https://www.vishvasnews.com/punjabi/viral/fact-check-%e0%a8%89%e0%a8%b8%e0%a8%ae%e0%a8%be%e0%a8%a8%e0%a9%80%e0%a8%86-%e0%a8%b9%e0%a8%b8%e0%a8%aa%e0%a8%a4%e0%a8%be%e0%a8%b2-%e0%a8%a6%e0%a9%87-%e0%a8%b6%e0%a8%b5%e0%a8%97%e0%a9%8d%e0%a8%b0/
India,"Jun 28, 2020","World Health Organization has warned of a new Nipah virus outbreak in India, which is deadlier than coronavirus.",facebook,0,https://www.indiatoday.in/fact-check/story/fact-check-viral-who-warning-of-nipah-virus-outbreak-in-india-is-two-years-old-1694944-2020-06-28
Spain,"Jun 28, 2020","During a Mass in Valencia, a priest guaranteed that one of the vaccines ......",person,0,https://poligrafo.sapo.pt/fact-check/vacina-para-a-covid-19-e-fabricada-a-partir-de-celulas-de-fetos-abortados
Mexico,"Jun 28, 2020",Video of COVID-19 dead bodies in Mexico being thrown into the sea.,social media,0,https://www.asianetnews.com/fact-check/reality-behind-video-of-coronavirus-infected-dead-bodies-dumped-in-sea-mexico-qcmxji
Italy,"Jun 28, 2020",[0] Sexual Homo Feast in Italy Before Covid-19 Plague,facebook,0,https://cekfakta.com/focus/4194
India,"Jun 28, 2020",Video shows people vandalising a petrol pump due to fuel price hike,social media,0,https://www.boomlive.in/fake-news/fuel-price-hike-2018-video-of-petrol-pump-being-vandalised-revived-8672
Pakistan,"Jun 27, 2020","Video shows overwhelming COVID-19 situation in Pakistan or Hyderabad, India.",whatsapp,0,https://thelogicalindian.com/fact-check/covid-19-pakistan-hyderabad-viral-video-21950
United States,"Jun 27, 2020",Hospital laboratories falsify positive COVID-19 results,facebook,3,https://healthfeedback.org/claimreview/internet-memes-based-on-hearsay-claim-that-hospital-laboratories-falsify-covid-19-tests-to-inflate-numbers-without-evidence/
United States,"Jun 27, 2020",“COVID19 PCR tests are scientifically meaningless.”,website,0,https://www.politifact.com/factchecks/2020/jul/07/blog-posting/covid-19-tests-are-not-scientifically-meaningless/
Philippines,"Jun 27, 2020",A little girl shown lying in a coffin died from COVID-19.,website,0,https://verafiles.org/articles/vera-files-fact-check-girl-was-2014-victim-domestic-abuse-no
India,"Jun 27, 2020",Restrictions on Baba Ramdev's anti-Covid drug Coronil were imposed by Muslims holding key positions in AYUSH ministry.,social media,0,https://www.indiatoday.in/fact-check/story/fact-check-muslim-members-ayush-ministry-conspire-baba-ramdev-coronil-1693184-2020-06-27
Germany,"Jun 27, 2020",Nazis under Hermann Goering defunded and eliminated police departments in Germany.,social media,0,https://www.boomlive.in/world/no-nazis-under-hermann-goering-did-not-defund-german-police-8664
Mexico,"Jun 27, 2020",Video of COVID-19 dead bodies in Mexico being thrown into the sea.,social media,0,https://www.altnews.in/old-video-viral-as-coronavirus-infected-dead-bodies-dumped-in-sea-in-mexico/
Singapore,"Jun 27, 2020",Photo shows flooded street in Singapore.,social media,0,https://www.boomlive.in/world/photo-of-flooded-street-in-guangzhou-shared-as-photo-from-singapore-8663
India,"Jun 27, 2020",Viral message claims Corona Kashayam cures COVID-19,social media,0,https://www.boomlive.in/fake-news/does-drinking-kashayam-cure-covid-19-a-factcheck-8661
South Sudan,"Jun 27, 2020","South Sudan's president and senior ministers have appeared in public in recent weeks wearing so-called ""virus removal cards"", clip-on tags marketed as prevention against infectious diseases.",multiple sources,0,https://www.boomlive.in/world/clip-on-covid-19-removal-cards-dont-kill-coronavirus-8662
India,"Jun 27, 2020",Kovid patients lying outside hospital Shocking video in India...,person,0,https://www.asianetnews.com/fact-check/reality-behind-video-of-coronavirus-patients-outside-hospital-qckii0
Italy,"Jun 26, 2020","Covid-19 is not a virus, but a bacterium being amplified by 5G which causes inflammation and hypoxia.",facebook,0,https://fullfact.org/online/italy-covid-5g/
United Kingdom,"Jun 26, 2020","According to NHS England figures, the number of people whose death certificates show death from only coronavirus, i.e. no pre-existing condition, is 1,265.",facebook,1,https://fullfact.org/online/deaths-only-from-coronavirus/
India,"Jun 26, 2020","It is claimed that the ban on Patanjali""s drug claiming treatment for code 19 has been lifted.",facebook,0,https://www.vishvasnews.com/urdu/viral/fact-check-patanjalis-coronil-is-not-approved-yet-by-ayush-ministry-viral-claim-is-fake/
Pakistan,"Jun 26, 2020",Video shows a Pakistani hospital overwhelmed with Coronavirus patients,facebook,0,https://www.boomlive.in/fake-news/video-shows-hospital-overwhelmed-by-covid-19-cases-in-pakistan-not-quite-8650
India,"Jun 26, 2020","A post that has gone viral on social media claims that the Ministry of AYUSH has lifted the ban on Patanjali""s medicine.",facebook,0,https://www.vishvasnews.com/punjabi/viral/fact-check-viral-post-claiming-ayush-ministry-certifies-patanjlis-coronil-to-cure-covid19-is-fake/
Palestinian Territory,"Jun 26, 2020","Patients waiting on beds outside a hospital in Old City, Hyderabad",social media,0,https://www.indiatoday.in/fact-check/story/fact-check-video-of-coronavirus-patients-outside-hospital-is-not-from-india-1693133-2020-06-26
United States,"Jun 26, 2020",Video of protest in the US during COVID-19 pandemic,multiple sources,0,https://factcheck.afp.com/video-has-circulated-reports-about-military-commanders-funeral-procession-iran-january-2020
Belarus,"Jun 26, 2020",The lowest number of deaths due to coronavirus per 1 million inhabitants is in Belarus.,person,0,https://demagog.org.pl/wypowiedzi/czy-na-bialorusi-jest-najmniejsza-liczba-zgonow-z-powodu-covid-19-w-przeliczeniu-na-1-mln-mieszkancow/
